Country,Code,Year,Population,Energy_per_capita,Annual_Mean,Temp_5yr_Smooth,Total_Energy_Proxy,Total_Energy_TWh,Population_Millions,Temp_Change_YoY,Decade,High_Energy_Use,Climate_Band
Cambodia,KHM,2015,15623251.0,2045.98,27.8,27.66,31964837208.4286,31.9648372084286,15.62,0.39000000000000057,2010,False,Warm
Cambodia,KHM,2016,15852803.0,2504.22,27.97,27.73,39698933278.4251,39.6989332784251,15.85,0.16999999999999815,2010,False,Warm
Cambodia,KHM,2017,16073372.0,2612.84,27.45,27.77,41997101076.364,41.997101076364,16.07,-0.5199999999999996,2010,False,Warm
Cambodia,KHM,2018,16274522.0,3033.56,27.47,27.75,49369706409.276,49.369706409276,16.27,0.019999999999999574,2010,False,Warm
Cambodia,KHM,2019,16481304.0,3629.57,27.99,27.7,59820020189.1936,59.820020189193606,16.48,0.5199999999999996,2010,False,Warm
Cambodia,KHM,2020,16725474.0,3623.19,27.89,27.61,60599545053.84901,60.599545053849006,16.73,-0.09999999999999787,2020,False,Warm
Cambodia,KHM,2021,16974305.0,3779.0,27.44,27.5,64145918964.166,64.145918964166,16.97,-0.4499999999999993,2020,False,Warm
Cambodia,KHM,2022,17201724.0,3826.67,27.25,27.39,65825252372.184006,65.82525237218401,17.2,-0.19000000000000128,2020,False,Warm
Cameroon,CMR,2014,22059893.0,1619.6,24.91,24.93,35728136523.121,35.728136523121,22.06,0.0,2010,False,Warm
Cameroon,CMR,2015,22763414.0,1584.33,24.94,24.96,36064661819.939804,36.0646618199398,22.76,0.030000000000001137,2010,False,Warm
Cameroon,CMR,2016,23454161.0,1495.52,25.2,24.98,35076098841.6531,35.0760988416531,23.45,0.259999999999998,2010,False,Warm
Cameroon,CMR,2017,24128601.0,1432.62,24.93,25.0,34567142906.0811,34.5671429060811,24.13,-0.2699999999999996,2010,False,Warm
Cameroon,CMR,2018,24806383.0,1512.49,24.93,25.02,37519517852.3935,37.5195178523935,24.81,0.0,2010,False,Warm
Cameroon,CMR,2019,25506095.0,1426.04,24.87,25.03,36372775479.0375,36.3727754790375,25.51,-0.05999999999999872,2010,False,Warm
Cameroon,CMR,2020,26210558.0,1442.47,25.21,25.05,37808035335.213005,37.808035335213006,26.21,0.33999999999999986,2020,False,Warm
Cameroon,CMR,2021,26915758.0,1339.79,25.2,25.06,36061458027.6684,36.0614580276684,26.92,-0.010000000000001563,2020,False,Warm
Cameroon,CMR,2022,27632771.0,1320.11,24.94,25.07,36478363643.460396,36.4783636434604,27.63,-0.259999999999998,2020,False,Warm
Canada,CAN,2014,35434066.0,112508.44,-4.39,-3.82,3986631488517.04,3986.63148851704,35.43,0.0,2010,True,Cold
Canada,CAN,2015,35704498.0,111824.34,-3.88,-3.92,3992631781063.3276,3992.6317810633277,35.7,0.5099999999999998,2010,True,Cold
Canada,CAN,2016,36110803.0,109289.44,-3.19,-4.01,3946529618374.3354,3946.5296183743353,36.11,0.69,2010,True,Cold
Canada,CAN,2017,36545075.0,109394.16,-3.76,-4.08,3997817927942.3003,3997.8179279423002,36.55,-0.5699999999999998,2010,True,Cold
Canada,CAN,2018,37072620.0,109464.8,-4.62,-4.11,4058146933776.0,4058.146933776,37.07,-0.8600000000000003,2010,True,Cold
Canada,CAN,2019,37618495.0,107455.62,-4.33,-4.13,4042318891784.375,4042.318891784375,37.62,0.29000000000000004,2010,True,Cold
Canada,CAN,2020,38028638.0,100465.11,-4.25,-4.12,3820551299820.18,3820.5512998201802,38.03,0.08000000000000007,2020,True,Cold
Canada,CAN,2021,38239864.0,100431.01,-3.7,-4.1,3840468163782.6396,3840.4681637826397,38.24,0.5499999999999998,2020,True,Cold
Canada,CAN,2022,38935934.0,102122.42,-4.22,-4.08,3976231805040.28,3976.2318050402796,38.94,-0.5199999999999996,2020,True,Cold
Central African Republic,CAF,2014,4623182.0,182.19,25.48,25.56,842294061.1934999,0.8422940611934999,4.62,0.0,2010,False,Warm
Central African Republic,CAF,2015,4629320.0,246.22,25.58,25.56,1139841632.6632001,1.1398416326632002,4.63,0.09999999999999787,2010,False,Warm
Central African Republic,CAF,2016,4713663.0,258.43,25.73,25.56,1218147215.4269998,1.2181472154269999,4.71,0.15000000000000213,2010,False,Warm
Central African Republic,CAF,2017,4793511.0,261.12,25.5,25.57,1251661363.70358,1.2516613637035798,4.79,-0.23000000000000043,2010,False,Warm
Central African Republic,CAF,2018,4878657.0,263.48,25.45,25.59,1285405616.6721,1.2854056166721,4.88,-0.05000000000000071,2010,False,Warm
Central African Republic,CAF,2019,4944703.0,270.23,25.7,25.61,1336225238.75001,1.33622523875001,4.94,0.25,2010,False,Warm
Central African Republic,CAF,2020,5026628.0,278.65,25.67,25.63,1400674617.23032,1.40067461723032,5.03,-0.029999999999997584,2020,False,Warm
Central African Republic,CAF,2021,5112100.0,278.97,25.78,25.66,1426142065.222,1.4261420652219998,5.11,0.10999999999999943,2020,False,Warm
Central African Republic,CAF,2022,5098039.0,275.47,25.56,25.68,1404362258.23173,1.4043622582317299,5.1,-0.22000000000000242,2020,False,Warm
Chad,TCD,2014,14188678.0,293.2,27.78,27.84,4160167779.78452,4.16016777978452,14.19,0.0,2010,False,Warm
Chad,TCD,2015,14647621.0,287.98,27.69,27.79,4218172826.04965,4.21817282604965,14.65,-0.08999999999999986,2010,False,Warm
Chad,TCD,2016,15114655.0,275.64,27.96,27.73,4166238267.9065,4.1662382679064995,15.11,0.2699999999999996,2010,False,Warm
Chad,TCD,2017,15622759.0,429.91,27.59,27.68,6716353762.9997,6.7163537629997,15.62,-0.370000000000001,2010,False,Warm
Chad,TCD,2018,16156531.0,425.1,27.61,27.63,6868165562.8965,6.8681655628964995,16.16,0.019999999999999574,2010,False,Warm
Chad,TCD,2019,16685223.0,421.29,27.76,27.58,7029396018.2181,7.029396018218099,16.69,0.15000000000000213,2010,False,Warm
Chad,TCD,2020,17224679.0,429.68,27.35,27.53,7401148301.821199,7.401148301821199,17.22,-0.41000000000000014,2020,False,Warm
Chad,TCD,2021,17828273.0,462.59,27.7,27.48,8247107354.585239,8.24710735458524,17.83,0.34999999999999787,2020,False,Warm
Chad,TCD,2022,18455316.0,448.07,27.28,27.43,8269256092.122959,8.269256092122959,18.46,-0.41999999999999815,2020,False,Warm
Chile,CHL,2014,17864195.0,22924.85,9.46,9.56,409534026474.13995,409.53402647414,17.86,0.0,2010,True,Cold
Chile,CHL,2015,18047625.0,22952.03,9.74,9.64,414229684571.625,414.229684571625,18.05,0.27999999999999936,2010,True,Cold
Chile,CHL,2016,18267221.0,23753.11,9.75,9.7,433903309807.31,433.90330980731,18.27,0.009999999999999787,2010,True,Cold
Chile,CHL,2017,18558868.0,24265.86,9.77,9.73,450346892646.48,450.34689264648,18.56,0.019999999999999574,2010,True,Cold
Chile,CHL,2018,18893191.0,24785.53,9.47,9.73,468277809005.803,468.27780900580296,18.89,-0.29999999999999893,2010,True,Cold
Chile,CHL,2019,19197744.0,24689.29,9.56,9.71,473978611368.528,473.978611368528,19.2,0.08999999999999986,2010,True,Cold
Chile,CHL,2020,19370624.0,22842.72,9.87,9.66,442477720886.656,442.477720886656,19.37,0.3099999999999987,2020,True,Cold
Chile,CHL,2021,19456334.0,24509.1,9.81,9.6,476857274552.068,476.857274552068,19.46,-0.05999999999999872,2020,True,Cold
Chile,CHL,2022,19553036.0,25750.75,9.37,9.54,503505419989.14404,503.50541998914406,19.55,-0.4400000000000013,2020,True,Cold
Colombia,COL,2014,46565429.0,10964.91,25.32,25.28,510585924358.106,510.585924358106,46.57,0.0,2010,False,Warm
Colombia,COL,2015,46969940.0,10738.82,25.62,25.37,504401825010.68,504.40182501068,46.97,0.3000000000000007,2010,False,Warm
Colombia,COL,2016,47437512.0,11569.51,25.62,25.43,548828864334.14404,548.828864334144,47.44,0.0,2010,False,Warm
Colombia,COL,2017,48131078.0,11535.69,25.11,25.43,555225291435.976,555.2252914359759,48.13,-0.5100000000000016,2010,False,Warm
Colombia,COL,2018,49024465.0,11652.97,25.03,25.38,571280472837.655,571.280472837655,49.02,-0.0799999999999983,2010,False,Warm
Colombia,COL,2019,49907985.0,11495.88,25.42,25.27,573736006969.86,573.73600696986,49.91,0.39000000000000057,2010,False,Warm
Colombia,COL,2020,50629997.0,10227.39,25.35,25.13,517812725017.82996,517.81272501783,50.63,-0.07000000000000028,2020,False,Warm
Colombia,COL,2021,51188173.0,11053.63,24.97,24.96,565815073529.817,565.815073529817,51.19,-0.38000000000000256,2020,False,Warm
Colombia,COL,2022,51737944.0,12123.15,24.71,24.78,627226855803.6,627.2268558036,51.74,-0.259999999999998,2020,True,Warm
Comoros,COM,2014,711503.0,980.85,23.82,23.9,697878528.66342,0.6978785286634199,0.71,0.0,2010,False,Warm
Comoros,COM,2015,726682.0,1036.66,24.03,23.95,753319764.0694,0.7533197640693999,0.73,0.21000000000000085,2010,False,Warm
Comoros,COM,2016,741741.0,1191.66,23.82,23.99,883902560.8413,0.8839025608413,0.74,-0.21000000000000085,2010,False,Warm
Comoros,COM,2017,756669.0,1501.45,24.06,24.01,1136098702.7106,1.1360987027106,0.76,0.23999999999999844,2010,False,Warm
Comoros,COM,2018,771590.0,1068.26,23.89,24.01,824262128.396,0.824262128396,0.77,-0.16999999999999815,2010,False,Warm
Comoros,COM,2019,786578.0,1154.26,24.22,24.0,907916308.8579999,0.9079163088579999,0.79,0.3299999999999983,2010,False,Warm
Comoros,COM,2020,802163.0,1334.56,24.16,23.97,1070532567.6561999,1.0705325676561999,0.8,-0.05999999999999872,2020,False,Warm
Comoros,COM,2021,818174.0,1966.55,23.92,23.94,1608981634.2305999,1.6089816342305998,0.82,-0.23999999999999844,2020,False,Warm
Comoros,COM,2022,834188.0,2068.18,23.74,23.9,1725250270.4896,1.7252502704896,0.83,-0.18000000000000327,2020,False,Warm
Costa Rica,CRI,2014,4767119.0,8564.41,25.02,24.91,40827561634.79,40.82756163479,4.77,0.0,2010,False,Warm
Costa Rica,CRI,2015,4818038.0,8542.5,25.11,24.94,41158079978.923996,41.15807997892399,4.82,0.08999999999999986,2010,False,Warm
Costa Rica,CRI,2016,4866998.0,8940.28,25.13,24.96,43512334613.436,43.512334613435996,4.87,0.019999999999999574,2010,False,Warm
Costa Rica,CRI,2017,4913177.0,9141.53,24.91,24.96,44913974593.518,44.913974593518,4.91,-0.21999999999999886,2010,False,Warm
Costa Rica,CRI,2018,4957818.0,9304.23,24.51,24.94,46128669054.504,46.128669054503995,4.96,-0.3999999999999986,2010,False,Warm
Costa Rica,CRI,2019,4999553.0,9256.25,24.87,24.9,46277117455.803,46.277117455803,5.0,0.35999999999999943,2010,False,Warm
Costa Rica,CRI,2020,5034320.0,8050.52,25.07,24.85,40528903915.04,40.528903915040004,5.03,0.1999999999999993,2020,False,Warm
Costa Rica,CRI,2021,5059988.0,8936.6,24.89,24.79,45219109000.752,45.219109000752,5.06,-0.17999999999999972,2020,False,Warm
Costa Rica,CRI,2022,5081765.0,9135.14,24.64,24.72,46422629640.335,46.422629640334996,5.08,-0.25,2020,False,Warm
Cote d'Ivoire,CIV,2014,24527395.0,1930.72,26.85,26.94,47355492830.568,47.355492830568004,24.53,0.0,2010,False,Warm
Cote d'Ivoire,CIV,2015,25246342.0,1909.73,27.03,27.01,48213598246.9262,48.2135982469262,25.25,0.17999999999999972,2010,False,Warm
Cote d'Ivoire,CIV,2016,25989405.0,2114.6,27.31,27.07,54957273781.215004,54.957273781215,25.99,0.2799999999999976,2010,False,Warm
Cote d'Ivoire,CIV,2017,26733372.0,2008.13,27.17,27.11,53684209287.8712,53.6842092878712,26.73,-0.13999999999999702,2010,False,Warm
Cote d'Ivoire,CIV,2018,27464173.0,1962.94,27.02,27.13,53910581423.3833,53.9105814233833,27.46,-0.15000000000000213,2010,False,Warm
Cote d'Ivoire,CIV,2019,28193009.0,2037.24,26.83,27.12,57435922835.8591,57.4359228358591,28.19,-0.19000000000000128,2010,False,Warm
Cote d'Ivoire,CIV,2020,28915449.0,1926.7,27.18,27.09,55711305950.4081,55.7113059504081,28.92,0.3500000000000014,2020,False,Warm
Cote d'Ivoire,CIV,2021,29639736.0,2234.78,27.37,27.06,66238224010.6608,66.2382240106608,29.64,0.19000000000000128,2020,False,Warm
Cote d'Ivoire,CIV,2022,30395002.0,2575.37,26.84,27.02,78278437090.74399,78.27843709074399,30.4,-0.5300000000000011,2020,False,Warm
Croatia,HRV,2014,4201598.0,22753.67,12.78,12.49,95601757558.268,95.601757558268,4.2,0.0,2010,True,Mild
Croatia,HRV,2015,4151725.0,21755.67,12.67,12.54,90323550727.3,90.3235507273,4.15,-0.10999999999999943,2010,True,Mild
Croatia,HRV,2016,4106867.0,22901.48,12.26,12.58,94053348890.628,94.053348890628,4.11,-0.41000000000000014,2010,True,Mild
Croatia,HRV,2017,4041407.0,23235.8,12.29,12.62,93905304563.56499,93.90530456356498,4.04,0.02999999999999936,2010,True,Mild
Croatia,HRV,2018,3988775.0,24388.49,13.08,12.66,97280183244.65001,97.28018324465,3.99,0.7900000000000009,2010,True,Mild
Croatia,HRV,2019,3949390.0,24035.39,13.16,12.7,94925128912.09999,94.92512891209999,3.95,0.08000000000000007,2010,True,Mild
Croatia,HRV,2020,3914206.0,23110.64,12.62,12.75,90459817494.458,90.459817494458,3.91,-0.5400000000000009,2020,True,Mild
Croatia,HRV,2021,3878981.0,25050.17,12.19,12.79,97169141234.732,97.169141234732,3.88,-0.4299999999999997,2020,True,Mild
Croatia,HRV,2022,3855641.0,23846.07,13.16,12.84,91941869758.306,91.941869758306,3.86,0.9700000000000006,2020,True,Mild
Cuba,CUB,2014,11285775.0,11269.27,25.91,25.91,127182456920.02501,127.182456920025,11.29,0.0,2010,False,Warm
Cuba,CUB,2015,11275065.0,11314.93,26.57,26.08,127576526120.18999,127.57652612018998,11.28,0.6600000000000001,2010,False,Warm
Cuba,CUB,2016,11265612.0,8825.62,26.15,26.23,99425976782.604,99.42597678260401,11.27,-0.4200000000000017,2010,False,Warm
Cuba,CUB,2017,11247829.0,9404.83,26.19,26.33,105783885870.583,105.78388587058299,11.25,0.0400000000000027,2010,False,Warm
Cuba,CUB,2018,11227118.0,9396.2,26.0,26.36,105492291060.07199,105.49229106007199,11.23,-0.19000000000000128,2010,False,Warm
Cuba,CUB,2019,11202846.0,8404.18,26.38,26.33,94150779107.66399,94.150779107664,11.2,0.379999999999999,2010,False,Warm
Cuba,CUB,2020,11176354.0,7528.68,26.44,26.26,84143140303.8562,84.1431403038562,11.18,0.060000000000002274,2020,False,Warm
Cuba,CUB,2021,11122168.0,6848.44,26.06,26.17,76169494656.836,76.169494656836,11.12,-0.38000000000000256,2020,False,Warm
Cuba,CUB,2022,11059820.0,7764.9,26.14,26.06,85878451617.09999,85.8784516171,11.06,0.08000000000000185,2020,False,Warm
Cyprus,CYP,2014,1201801.0,23543.23,19.53,19.48,28294279760.832,28.294279760832,1.2,0.0,2010,True,Mild
Cyprus,CYP,2015,1219502.0,23931.43,18.91,19.48,29184426747.86,29.18442674786,1.22,-0.620000000000001,2010,True,Mild
Cyprus,CYP,2016,1237112.0,25654.01,19.61,19.48,31736888567.568,31.736888567568002,1.24,0.6999999999999993,2010,True,Mild
Cyprus,CYP,2017,1254275.0,25987.69,19.21,19.49,32595709874.75,32.59570987475,1.25,-0.3999999999999986,2010,True,Mild
Cyprus,CYP,2018,1270737.0,25545.8,20.12,19.51,32461989442.389,32.461989442389,1.27,0.9100000000000001,2010,True,Warm
Cyprus,CYP,2019,1286671.0,25253.97,19.49,19.55,32493549547.199,32.493549547199,1.29,-0.6300000000000026,2010,True,Mild
Cyprus,CYP,2020,1302247.0,21717.27,19.78,19.6,28281249705.690002,28.28124970569,1.3,0.2900000000000027,2020,True,Mild
Cyprus,CYP,2021,1317309.0,22653.71,19.87,19.66,29841936066.39,29.841936066389998,1.32,0.08999999999999986,2020,True,Mild
Cyprus,CYP,2022,1331370.0,23790.74,19.33,19.72,31674282839.28,31.67428283928,1.33,-0.5400000000000027,2020,True,Mild
Denmark,DNK,2014,5643475.0,36068.55,10.21,9.08,203551960211.25003,203.55196021125002,5.64,0.0,2010,True,Mild
Denmark,DNK,2015,5683483.0,35007.94,9.38,9.27,198967060272.435,198.967060272435,5.68,-0.8300000000000001,2010,True,Cold
Denmark,DNK,2016,5728010.0,35194.58,9.14,9.44,201594917641.82,201.59491764182002,5.73,-0.2400000000000002,2010,True,Cold
Denmark,DNK,2017,5764980.0,35208.77,9.05,9.57,202977831814.68002,202.97783181468003,5.76,-0.08999999999999986,2010,True,Cold
Denmark,DNK,2018,5793636.0,34539.77,9.69,9.64,200110831729.17603,200.11083172917603,5.79,0.6399999999999988,2010,True,Cold
Denmark,DNK,2019,5814422.0,37285.68,9.71,9.65,216794701334.648,216.794701334648,5.81,0.02000000000000135,2010,True,Cold
Denmark,DNK,2020,5831404.0,32952.97,10.08,9.62,192162081069.88,192.16208106988,5.83,0.3699999999999992,2020,True,Mild
Denmark,DNK,2021,5856733.0,32756.87,8.96,9.57,191848241505.71,191.84824150570998,5.86,-1.1199999999999992,2020,True,Cold
Denmark,DNK,2022,5903037.0,32903.93,9.77,9.5,194233092623.262,194.233092623262,5.9,0.8099999999999987,2020,True,Cold
Djibouti,DJI,2014,1002717.0,4126.21,28.66,28.84,4137422918.0040007,4.137422918004001,1.0,0.0,2010,False,Warm
Djibouti,DJI,2015,1020313.0,3576.17,29.21,28.85,3648814781.836,3.648814781836,1.02,0.5500000000000007,2010,False,Warm
Djibouti,DJI,2016,1037653.0,3361.6,29.07,28.83,3488173287.1470003,3.488173287147,1.04,-0.14000000000000057,2010,False,Warm
Djibouti,DJI,2017,1054841.0,2993.3,28.85,28.8,3157458413.3707004,3.1574584133707004,1.05,-0.21999999999999886,2010,False,Warm
Djibouti,DJI,2018,1071882.0,2898.56,28.45,28.74,3106915361.802,3.1069153618020002,1.07,-0.40000000000000213,2010,False,Warm
Djibouti,DJI,2019,1088709.0,3235.81,28.57,28.67,3522851767.6794,3.5228517676794,1.09,0.120000000000001,2010,False,Warm
Djibouti,DJI,2020,1105188.0,2837.72,28.39,28.59,3136211659.9463997,3.1362116599463996,1.11,-0.17999999999999972,2020,False,Warm
Djibouti,DJI,2021,1121248.0,2955.83,28.52,28.5,3314216345.4688,3.3142163454688003,1.12,0.129999999999999,2020,False,Warm
Djibouti,DJI,2022,1137096.0,2925.73,28.6,28.41,3326841110.7215996,3.3268411107215994,1.14,0.08000000000000185,2020,False,Warm
Dominica,DMA,2014,70373.0,10325.73,26.95,27.01,726652667.663,0.726652667663,0.07,0.0,2010,False,Warm
Dominica,DMA,2015,70410.0,10921.84,27.16,27.02,769006895.22,0.76900689522,0.07,0.21000000000000085,2010,False,Warm
Dominica,DMA,2016,69606.0,11295.76,27.15,27.01,786252461.742,0.786252461742,0.07,-0.010000000000001563,2010,False,Warm
Dominica,DMA,2017,68496.0,10885.66,26.98,27.0,745624304.352,0.745624304352,0.07,-0.16999999999999815,2010,False,Warm
Dominica,DMA,2018,68174.0,10637.57,26.64,26.97,725205492.658,0.7252054926579999,0.07,-0.33999999999999986,2010,False,Warm
Dominica,DMA,2019,67880.0,11136.96,26.98,26.93,755976641.16,0.75597664116,0.07,0.33999999999999986,2010,False,Warm
Dominica,DMA,2020,67573.0,10187.7,27.02,26.88,688413316.954,0.688413316954,0.07,0.03999999999999915,2020,False,Warm
Dominica,DMA,2021,67202.0,10379.51,26.9,26.82,697523562.212,0.697523562212,0.07,-0.120000000000001,2020,False,Warm
Dominica,DMA,2022,66826.0,10770.69,26.68,26.77,719762196.766,0.7197621967660001,0.07,-0.21999999999999886,2020,False,Warm
Dominican Republic,DOM,2014,10315528.0,8261.62,24.82,24.63,85222931173.248,85.222931173248,10.32,0.0,2010,False,Warm
Dominican Republic,DOM,2015,10434829.0,9146.43,25.1,24.77,95441412140.812,95.44141214081199,10.43,0.28000000000000114,2010,False,Warm
Dominican Republic,DOM,2016,10551430.0,9531.96,24.93,24.89,100575808702.79999,100.57580870279999,10.55,-0.1700000000000017,2010,False,Warm
Dominican Republic,DOM,2017,10666843.0,9189.02,24.74,24.95,98017801663.331,98.017801663331,10.67,-0.19000000000000128,2010,False,Warm
Dominican Republic,DOM,2018,10782053.0,10097.06,24.61,24.95,108866982153.91501,108.866982153915,10.78,-0.129999999999999,2010,False,Warm
Dominican Republic,DOM,2019,10894043.0,11349.34,24.91,24.9,123640230663.74901,123.64023066374901,10.89,0.3000000000000007,2010,False,Warm
Dominican Republic,DOM,2020,11008300.0,9261.56,24.91,24.81,101954041956.3,101.9540419563,11.01,0.0,2020,False,Warm
Dominican Republic,DOM,2021,11123476.0,10724.29,24.75,24.69,119291371308.56401,119.29137130856401,11.12,-0.16000000000000014,2020,False,Warm
Dominican Republic,DOM,2022,11230734.0,11799.49,24.57,24.56,132516899833.458,132.51689983345798,11.23,-0.17999999999999972,2020,False,Warm
Ecuador,ECU,2014,16035124.0,11759.38,21.65,21.64,188563132498.244,188.563132498244,16.04,0.0,2010,False,Warm
Ecuador,ECU,2015,16266225.0,11560.52,22.14,21.79,188046084501.9,188.0460845019,16.27,0.490000000000002,2010,False,Warm
Ecuador,ECU,2016,16505139.0,11354.27,21.96,21.89,187403812846.09952,187.40381284609953,16.51,-0.17999999999999972,2010,False,Warm
Ecuador,ECU,2017,16759519.0,11641.73,21.76,21.93,195109761608.832,195.109761608832,16.76,-0.1999999999999993,2010,False,Warm
Ecuador,ECU,2018,17049547.0,12104.74,21.53,21.89,206380282404.13898,206.38028240413897,17.05,-0.23000000000000043,2010,False,Warm
Ecuador,ECU,2019,17340021.0,12187.6,22.0,21.77,211333153239.495,211.333153239495,17.34,0.46999999999999886,2010,True,Warm
Ecuador,ECU,2020,17546065.0,10421.85,21.81,21.61,182862475066.315,182.862475066315,17.55,-0.19000000000000128,2020,False,Warm
Ecuador,ECU,2021,17682454.0,12023.04,21.42,21.4,212596887105.068,212.596887105068,17.68,-0.389999999999997,2020,False,Warm
Ecuador,ECU,2022,17823897.0,12495.49,21.07,21.19,222718273252.839,222.718273252839,17.82,-0.3500000000000014,2020,True,Warm
Egypt,EGY,2014,97528654.0,9863.48,23.66,23.61,961971635569.9581,961.9716355699582,97.53,0.0,2010,False,Warm
Egypt,EGY,2015,99597342.0,9800.54,23.44,23.61,976108132554.048,976.108132554048,99.6,-0.21999999999999886,2010,False,Warm
Egypt,EGY,2016,101644589.0,10135.91,23.82,23.6,1030260812669.3461,1030.260812669346,101.64,0.379999999999999,2010,False,Warm
Egypt,EGY,2017,103696057.0,10325.81,23.31,23.58,1070745367546.942,1070.745367546942,103.7,-0.5100000000000016,2010,False,Warm
Egypt,EGY,2018,105682094.0,10137.44,24.08,23.56,1071345622794.125,1071.345622794125,105.68,0.7699999999999996,2010,False,Warm
Egypt,EGY,2019,107553158.0,9749.41,23.38,23.53,1048579403924.1481,1048.579403924148,107.55,-0.6999999999999993,2010,False,Warm
Egypt,EGY,2020,109315124.0,9028.07,23.18,23.5,986904810160.928,986.9048101609279,109.32,-0.1999999999999993,2020,False,Warm
Egypt,EGY,2021,110957008.0,9564.88,23.88,23.46,1061290910507.072,1061.290910507072,110.96,0.6999999999999993,2020,False,Warm
Egypt,EGY,2022,112618250.0,9857.58,23.23,23.43,1110143296216.75,1110.14329621675,112.62,-0.6499999999999986,2020,False,Warm
Eritrea,ERI,2014,3095173.0,765.92,26.7,27.09,2370653975.6081,2.3706539756081,3.1,0.0,2010,False,Warm
Eritrea,ERI,2015,3105546.0,757.38,27.25,27.07,2352074858.1021004,2.3520748581021005,3.11,0.5500000000000007,2010,False,Warm
Eritrea,ERI,2016,3124698.0,766.27,27.26,27.02,2394355149.6546,2.3943551496546003,3.12,0.010000000000001563,2010,False,Warm
Eritrea,ERI,2017,3150347.0,834.89,27.07,26.96,2630183755.789,2.630183755789,3.15,-0.19000000000000128,2010,False,Warm
Eritrea,ERI,2018,3192760.0,819.98,26.91,26.88,2617990724.348,2.617990724348,3.19,-0.16000000000000014,2010,False,Warm
Eritrea,ERI,2019,3240194.0,798.52,26.68,26.8,2587351288.3756,2.5873512883756,3.24,-0.23000000000000043,2010,False,Warm
Eritrea,ERI,2020,3291271.0,770.88,26.36,26.7,2537167089.4296002,2.5371670894296003,3.29,-0.3200000000000003,2020,False,Warm
Eritrea,ERI,2021,3350183.0,801.94,26.88,26.61,2686652455.386,2.686652455386,3.35,0.5199999999999996,2020,False,Warm
Eritrea,ERI,2022,3409447.0,864.74,26.49,26.5,2948298836.5680003,2.9482988365680005,3.41,-0.39000000000000057,2020,False,Warm
Estonia,EST,2014,1314545.0,56419.86,6.96,6.62,74166438290.975,74.16643829097501,1.31,0.0,2010,True,Cold
Estonia,EST,2015,1315407.0,52204.06,7.39,6.78,68669579375.385,68.669579375385,1.32,0.4299999999999997,2010,True,Cold
Estonia,EST,2016,1315790.0,53777.43,6.48,6.92,70759799356.54,70.75979935654,1.32,-0.9099999999999993,2010,True,Cold
Estonia,EST,2017,1317384.0,59573.93,6.29,7.02,78481742199.12,78.48174219911999,1.32,-0.1900000000000004,2010,True,Cold
Estonia,EST,2018,1321977.0,58911.23,7.02,7.07,77879291101.71,77.87929110171001,1.32,0.7299999999999995,2010,True,Cold
Estonia,EST,2019,1326898.0,47301.49,7.2,7.07,62764255131.815994,62.76425513181599,1.33,0.1800000000000006,2010,True,Cold
Estonia,EST,2020,1329522.0,44171.18,8.14,7.04,58726550257.872,58.726550257872,1.33,0.9400000000000004,2020,True,Cold
Estonia,EST,2021,1330932.0,46137.7,6.3,6.99,61406145329.196,61.406145329196,1.33,-1.8400000000000007,2020,True,Cold
Estonia,EST,2022,1348840.0,46890.34,6.9,6.93,63247560810.240005,63.24756081024,1.35,0.6000000000000005,2020,True,Cold
Eswatini,SWZ,2014,1136299.0,4833.42,20.74,20.92,5492215198.6657,5.4922151986657,1.14,0.0,2010,False,Warm
Eswatini,SWZ,2015,1142813.0,4938.75,21.34,21.07,5644072275.002,5.644072275002,1.14,0.6000000000000014,2010,False,Warm
Eswatini,SWZ,2016,1149507.0,5110.43,21.36,21.19,5874469655.3271,5.8744696553271,1.15,0.019999999999999574,2010,False,Warm
Eswatini,SWZ,2017,1158195.0,5259.74,20.86,21.25,6091806538.2315,6.091806538231499,1.16,-0.5,2010,False,Warm
Eswatini,SWZ,2018,1168929.0,5461.99,21.21,21.24,6384677339.780999,6.384677339780999,1.17,0.3500000000000014,2010,False,Warm
Eswatini,SWZ,2019,1179874.0,5847.51,21.63,21.16,6899323833.866,6.899323833866,1.18,0.41999999999999815,2010,False,Warm
Eswatini,SWZ,2020,1192729.0,5728.3,20.84,21.03,6832305952.513,6.832305952513,1.19,-0.7899999999999991,2020,False,Warm
Eswatini,SWZ,2021,1206593.0,5502.06,20.52,20.86,6638748288.172999,6.638748288173,1.21,-0.3200000000000003,2020,False,Warm
Eswatini,SWZ,2022,1218917.0,5134.69,20.92,20.69,6258757273.979,6.2587572739790005,1.22,0.40000000000000213,2020,False,Warm
Ethiopia,ETH,2014,101115610.0,521.38,23.51,23.67,52719379685.028595,52.71937968502859,101.12,0.0,2010,False,Warm
Ethiopia,ETH,2015,103867135.0,533.25,23.94,23.66,55386640789.7885,55.3866407897885,103.87,0.4299999999999997,2010,False,Warm
Ethiopia,ETH,2016,106718162.0,597.67,23.92,23.64,63782062461.664604,63.7820624616646,106.72,-0.019999999999999574,2010,False,Warm
Ethiopia,ETH,2017,109666481.0,581.11,23.64,23.6,63728277807.2619,63.728277807261904,109.67,-0.28000000000000114,2010,False,Warm
Ethiopia,ETH,2018,112664152.0,614.37,23.26,23.56,69217238469.5208,69.2172384695208,112.66,-0.379999999999999,2010,False,Warm
